song_title,album,year,singer,lyricist,composer,imdb_id
ham unake paas aate hai.n,Nayaa Ghar,1953,Talat,Hasrat,Shankar-Jaikishan,
jaa jaa jaa re jaa re jaa,Nayaa Ghar,1953,Lata,Shailendra,Shankar-Jaikishan,
ko_ii duur bajaaye baa.Nsurii,Hamsafar,1953,Lata,Sahir,Ustad Ali Akbar Khan,
ye bebasii ye meraa haal\-e\-zaar dekh to le,Alif Laila,1953,Talat,Sahir,Shyamsunder,
"jaane na nazar, pahachaane jigar",Aah,1953,"Lata, Mukesh",Hasrat,Shankar-Jaikishan,tt0045467
dekho jii dekho ik baar is taraf dekho,Aas,1953,"Mukesh, Lata",Shailendra,Shankar-Jaikishan,tt0178202
na_ii zindagii se pyaar kar ke dekh,Shikast,1953,"Rafi, Lata, Chours/ Lata, Chorus",Shailendra,Shankar Jaikishan,tt0148842
miTTii se khelate ho baar\-baar kis liye,Patitaa,1953,Lata,Shailendra,Shankar-Jaikishan,
mushkil hai pyaar chhupaanaa tandaanaa,Mayur Pankh,1953,"Lata, Chorus",Shailendra,Shankar-Jaikishan,
dard\-e\-jigar Thahar zaraa dam to mujhe,Aurat,1953,Lata,Shailendra,Shankar Jaikishan,tt0045524
sunate the naam ham jin kaa bahaar se,Aah,1953,Lata,Hasrat,Shankar-Jaikishan,tt0045467
ye kaisii khushii hai ye kaisaa nashaa hai,Shagoofa,1953,Lata,Rajinder Krishan,C Ramchandra,
jab jab phuul khile tujhe yaad kiyaa hamane,Shikast,1953,"Lata, Talat",Shailendra,Shankar-Jaikishan,tt0148842
chaahe nainaa churaa_o ... pyaar ho ke rahegaa,Aas,1953,"Lata, Talat",Shailendra,Shankar Jaikishan,tt0178202
raat jaag ke nikaaluu.N tere i.ntazaar me.n,Shikast,1953,Lata,Hasrat,Shankar Jaikishan,tt0148842
tum se hai pyaar mujhe tum se hai pyaar,Teen Batti Chaar Rasta,1953,Talat,P L Santoshi,Shivram Krishna,
naino.n se nain hu_e chaar aaj meraa dil aa gayaa,Aurat,1953,Lata,Hasrat,Shankar Jaikishan,tt0045524
ye havaa ye samaa chaa.Ndanii hai javaa.N,Shagoofa,1953,Lata,Rajinder Krishan,C Ramchandra,
kahataa hai ye dil chal unase mil,Naghmaa,1953,Premlata,Nakhshab,Nashad,
wafaa kii laaj rah jaayegii ... aa jaan\-e\-wafaa aa .. kahate hai.n kise pyaar,Anaarkali,1953,Geeta,Jaan Nisar Akhtar,Basant Prakash,
o dil na lagaanaa ... jiine na degaa ye zamaanaa,Maashooqaa,1953,Mukesh,Shailendra,Roshan,
kisii kii aa.Nkh ke aa.Nsuu hai.n sitaare na kaho,Aagosh,1953,Lata,Indeevar,Roshan,
aavaaz de rahaa hai koii aasamaan se,Gauhar,1953,Sudha Malhotra,Shakeel,Ghulam Mohammad,
ai sanam yah zindagii aa_ii hai lekar Kushii,Lailaa Majnoon,1953,Shamshad,Shakeel,Gulam Mohammed,
"ye zi.ndagii usiiki hai, jo kisii kaa ho gayaa",Anaarkali,1953,Lata,Rajinder Krishan,C Ramchandra,
ai vatan ke naujavaano.n jaag aur jagaa ke chal,Baaz,1953,"Geeta, chorus",Majrooh,O P Nayyar,tt0045529
taare khile aa_ii raat ... ye duniyaa jaane naa,Baaghi,1953,Lata,Majrooh,Madan Mohan,
chhe.D gayo mohe sapane me.n shyaam,Jhanjhar,1953,Lata,Rajinder Krishan,C Ramchandra,
mausam hai ThaNDaa ThaNDaa,Jhanjhar,1953,"Lata , chorus",Rajinder Krishan,C Ramchandra,
"raat barasaat kii, pahalii mulaaqaat kii",Jhanjhar,1953,Lata,Rajinder Krishan,C Ramchandra,
mohe laage saara jag phiika phiika,Jhanjhar,1953,Lata,Rajinder Krishan,C Ramchandra,
aao shyaam sundar,Mashuqa,1953,"Suraiyya, chorus",Shailendra,Roshan,
chaa.Nd hai vahii,Parineeta,1953,Geeta,Bharat Vyas,Aroon Kumar,tt0046164
kyaa raat suhaanii hai,Alif Lailaa,1953,"Rafi, Lata",Sahir,Shyamsundar,
huii ye ham se naadaanii,Chor Bazaar,1954,Lata,Shakeel,Sardar Malik,
chalataa rahe ye kaaravaa.N umr\-e\-rawaa.N kaa kaarawaa.N,Chor Baazaar,1954,Lata,Shakeel,Sardar Malik,
insaaf kaa mandir hai ye bhagavaan kaa ghar hai,Amar,1954,Rafi,Shakeel,Naushad,tt0046703
kabhii aar kabhii paar laagaa tiir-e-nazar,Aar Paar,1954,Shamshad,Majrooh,O P Nayyar,tt0046673
muhabbat kar lo jii bhar lo ajii kisane rokaa hai,Aar Paar,1954,"Rafi, Geeta, Suman",Majrooh,O P Nayyar,tt0046673
"baabuujii dhiire chalanaa, pyaar me.n zaraa sa.nbhalanaa",Aar Paar,1954,Geeta,Majrooh,O P Nayyar,tt0046673
phailii hai Kabar aaj ye,Maan,1954,Lata,Kaif Bhopali,Anil Biswas,
tere dar pe aayaa huu.N fariyaad le kar,Chor Bazaar,1954,Talat,Shakeel,Sardar Malik,
dar\-dar kii Thokare.n hai.n ... ab merii zindagii hai,Chor Baazaar,1954,Lata,Shakeel,Sardar Malik,
dil kii lagii ko ko_ii na jaane ... priit ki_e dukh ho_e,Sheeshe Ki Deewaar,1954,Shankar Dasgupta,Manmohan Sabir,Shankar Dasgupta,
huu.N abhii mai.n javaa.N ai dil,Aar Paar,1954,Geeta,Majrooh,O P Nayyar,tt0046673
sun sun sun sun zaalimaa,Aar Paar,1954,"Rafi, Geeta",Majrooh,O P Nayyar,tt0046673
terii yaad me.n jal kar dekh liyaa ab aag me.n jal kar dekhe.nge,Naagin,1954,Lata,Rajinder Krishan,Hemant Kumar,tt3010362
na ye chaa.Nd hogaa na taare rahe.nge,Sassi (Pakistan),1954,"Kausar Parveen, Pukhraj Pappu",Aziz Meerthi,G A Chishti,
biisavii sadii hai ye biisavii sadii,Chaalis Baabaa Ek Chor,1954,Shamshad,P L Santoshi,S D Burman,
kyaa Kabar thii yuu.N,Rishta,1954,Mubarak Begum,Pt. Phani,K Dutta,
shamaa par jal kar bhii paravaanaa,Meenar,1954,Asha,Rajinder Krishan,C Ramchandra,tt0215983
ik baat kahuu.N mere piyaa sun le agar tuu,Amar,1954,Asha,Shakeel,Naushad,tt0046703
zaraa pyaar kar le baabuu ikaraar kar le baabuu,Mangu,1954,Shamshad,Majrooh,O P Nayyar,
Kaamosh hai khevanahaar meraa naiyyaa merii Duubii jaatii hai,Amar,1954,Lata,Shakeel,Naushad,tt0046703
dam bhar kaa thaa daur khushii kaa,Maan,1954,Mukesh,Dr Safdar 'Aah',Anil Biswas,
gar terii nawaazish ho jaae,Gul Bahar,1954,Talat Mahmood,Shevan Rizvi,Khayyam,
kaise ko_ii jiye zahar hai zi.ndagii uThaa tuufaan,Baadbaan,1954,Geeta Dutt,Indeevar,Timir Baran-S K Pal,tt0139039
Thahar zaraa o jaanevaale,Boot Polish,1954,"Manna De, Asha, Madhubala Jhaveri, chorus",Shailendra,Shankar-Jaikishan,tt0046799
meraa dil ye pukaare aa jaa,Nagin,1954,Lata,Rajinder Krishan,Hemant,tt0048410
nazar ne kah diyaa afsaanaa mere pyaar kaa,Bhai Saheb,1954,C H Atma,Shailendra,Ninu Mazumdar,
"raahii matavaale, tuu chheD ik baar",Waris,1954,"Talat, Suraiyya",Qamar Jalalabadi,Anil Biswas,tt0157170
ye kyaa hai Dha.ng zamaane kaa,Dak Babu,1954,Talat,Prem Dhawan,Pt. Dhaniram,
aa phir se mere pyaar kii qismat sa.Nwaar de,Baraati,1954,Lata,Jan Nisar Akhtar,Roshan,
Gazab kiyaa tere waade pe ... sautan ghar na jaa,Waaris,1954,Rajkumari,Qamar Jalalabadi,Anil Biswas,
ek dil do hai.n talab_gaar ba.Dii mushkil hai,Darwaza,1954,"Talat, Suman Kalyanpur",Khumar Barabankvi,Nashad,
na ye chaa.Nd hogaa na taare rahe.nge,Shart,1954,Hemant / Geeta,S H Bihari,Hemant,
uma.ngo.n ko sakhii pii kii nagariyaa kaise le jaauu.N,Amar,1954,"Lata, Chorus",Shakeel,Naushad,tt0046703
na milataa Gam to barabaadii ke afasaane kahaa.N jaate,Amar,1954,Lata,Shakeel,Naushad,tt0046703
raadhaa ke pyaare kR^iSN kanhaa_ii terii duhaa_ii,Amar,1954,Asha,Shakeel,Naushad,tt0046703
na shikawaa hai koii,Amar,1954,Lata,Shakeel Badayuni,Naushad,tt0046703
ye Kaamoshiyaa.N ye samaa.N ye taaro.n bharaa aasamaa.N,Samraat,1954,Lata/ Asha,Rajinder Krishan,Hemant,
shamaa pe aake o paravaane,Meenar,1954,"Asha, chorus",Rajinder Krishan,C Ramchandra,tt0215983
man more gaa jhuum ke,Mangu,1954,Asha,Majrooh,O P Nayyar,
"khaamosh hai jahaa.N, mad_hosh hai fizaa, dil me.n samaa jaa",Naaz,1954,"Meena Kapoor, chorus",Safdar 'Aah',Anil Biswas,
zaraa mu.D ke to dekho saajanaa,Meenaar,1954,"Lata, Talat",Rajinder Krishan,C Ramchandra,
kabhii tanhaaiyo.n me.n ek aisii bhii gha.Dii aaii,Meenaar,1954,Talat Mahmood,Rajinder Krishan,C Ramchandra,
mai.n terii tamannaa karataa huu.N,Khaibar,1954,"Mukesh, Madhubala Jhaveri",Asad Bhopali,Hansraj Behl,
ek dharatii hai ek hai gagan,Adhikaar,1954,Meena Kapoor,Neelkanth Tiwari,Avinash Vyas,
chaa.Nd ghaTane lagaa raat Dhalane lagii,Shart,1954,Geeta,Rajinder Krishan,Hemant Kumar,
ai dil dukha.Daa kise sunaaye.n,Naaz,1954,Lata,Kedar Sharma,Anil Biswas,
o na na na jaanaa naa chho.D ke,Shart,1954,Asha,S H Bihari,Hemant Kumar,
charanadaas ko piine kii jo aadat na hotii,Pehali Jhalak,1954,Kishor,Rajinder Krishan,Hemant Kumar,
zamii.n chal rahii aasamaa.N chal rahaa hai,Pahli Jhalak,1954,Hemant Kumar,Rajinder Krishan,C Ramchandra,
kahaa.N se le ke aa_ii hai.n ... merii taqadiir ke maalik,Shart,1954,Lata,S H Bihari,Hemant Kumar,
pyaar kii ye talKiyaa.N jo na sah sakuuN to mai.n kyaa karuun,Sardaar,1955,Lata,Kaif Irfani,"Jagmohan ""Sursagar""",tt1390850
"niile aasamaanii, buujho to ye nainaa baabuu",Mr. and Mrs. 55,1955,Geeta,Majrooh,O P Nayyar,
falaq milegaa tujhe kyaa ... ye muhabbat naa miTegii,Ghar Ghar Mein Diwaali,1955,"Lata, Rafi",Indeevar,Roshan,
barakhaa kii raat me.n he ho haa,Sardaar,1955,"Geeta, Chorus",Uddhav Kumar,Jagmohan 'Sursagar',tt1390850
bhar bhar ke jaam pilaa de,Yasmin,1955,"Lata, chorus",Jaan Nisar Akhtar,C Ramchandra,tt0048816
udhar tum hasii.n ho idhar dil javaa.N hai,Mr. & Mrs. '55,1955,"Rafi, Geeta",Majrooh,O P Nayyar,tt0048392
dil par huaa aisaa jaaduu,Mr. and Mrs. 55,1955,Rafi,Majrooh,O P Nayyar,
tum apanii yaad bhii dil se,Yasmin,1955,"Lata, Talat",Jaan Nisar Akhtar,C Ramchandra,tt0048816
jaane kahaa.N meraa jigar gayaa jii,Mr. and Mrs. 55,1955,"Rafi, Geeta",Majrooh,O P Nayyar,
ha.Ns ha.Ns ke hasiino.n se nazar chaar kiye jaa,Yasmin,1955,Lata,Jaan Nisar Akhtar,C Ramchandra,tt0048816
kaisii ye mohabbat kii sazaa,Jhanak Jhanak Paayal Baaje,1955,Lata,Diwan Sharar,Vasant Desai,
ra.ngo.n ke badalane se tasviir na badalegii,Shikar,1955,Lata,Indeevar,Bulo C Rani,tt28671884
ye hasiin shaam,Teerandaaz,1955,"Lata, chorus",Rajinder Krishan,C Ramchandra,
haiyaa re haiyaa ... ye duniyaa ek saagar hai,Bandish,1955,"Hemant, Chorus",Prem Dhawan,Hemant,tt0139051
priitam aan milo dukhiyaa jiyaa bulaa_e,Mr. & Mrs. '55,1955,Geeta,Saroj Mohini Iyer,O P Nayyar,tt0048392
ab to jii hone lagaa kisii kii suurat kaa saamanaa,Mr. & Mrs. '55,1955,Shamshad,Majrooh,O P Nayyar,tt0048392
tumhaarii yaad me.n ... dil meraa beqaraar hai,Bandish,1955,Lata,Ravi Shankar,Hemant,tt0139051
chal rii chalii chal naiyaa,Sardar,1955,Hemant Kumar,Vrajendra Gaur,Jagmohan,tt28541577
muhabbat me.n pahalaa kadam rakhanevaalo.n,Yasmin,1955,Lata,Jaan Nisar Akhtar,C Ramchandra,tt0048816
"aa.Nkho.n me.n samaa jaao, is dil me.n rahaa karanaa",Yasmin,1955,Lata,Jaan Nisar Akhtar,C Ramchandra,tt0048816
dil un ko Dhuu.NDhataa hai ham dil ko Dhuu.NDhate hai.n,Yasmin,1955,Lata,Jaan Nisar Akhtar,C Ramchandra,tt0048816
"ab vo raate.n kahaa.N, ab vo baate.n kahaa.N",Yasmin,1955,Lata,Jaan Nisar Akhtar,C Ramchandra,tt0048816
ye duniyaa Gam kaa ... hame.n bhii de do sahaaraa,Seema,1955,"Rafi, Chorus",Hasrat,Shankar-Jaikishan,tt0146266
are na na na na na na tobaa tobaa,Mr. and Mrs. 55,1955,"Rafi, Geeta",Majrooh,O P Nayyar,
merii duniyaa luT rahii thii aur mai.n khaamosh thaa,Mr. and Mrs. 55,1955,"Rafi, chorus",Majrooh,O P Nayyar,
ThaNDii havaa kaalii ghaTaa aa hii ga_ii jhuum ke,Mr. and Mrs. 55,1955,Geeta,Majrooh,O P Nayyar,
piyaa piyaa piyaa meraa jiyaa pukaare,Baap Re Baap,1955,"Asha, Kishor",Jaan Nisar Akhtar,O P Nayyar,tt0231209
mujhape ilzaam\-e\-bewafaaii hai,Yaasmin,1955,Lata,Jaan Nisar Akhtar,C Ramchandra,
"meraa juutaa hai jaapaanii, ye pataluun i.nglistaanii",Shree 420,1955,Mukesh,Shailendra,Shankar-Jaikishan,tt0048613
dil ke badale dil hii luu.Ngii,Daaku,1955,"Mukesh, Asha",Manohar Khanna,Snehal Bhatkar,
luuT liyaa ... kisii gariib kaa ghar,Darbaar,1955,Talat,"Asad Bhopali, Prem Dhawan",Hansraj Behl,
dard bharaa dil bhar bhar aaye,Baaraadari,1955,Lata,Khumar Barabankvi,Nashad,
ye chaar din bahaar ke ... bhulaa do zindagii ke Gam,Rukhsaanaa,1955,"Kishore, Asha",Shakeel,Sajjad,
tuu pyaar kaa saagar hai,Seema,1955,"Manna De, chorus",Shailendra,Shankar-Jaikishan,tt0146266
achchhaa jii maaf kar do tho.Daa insaaf kar do,Musaafirkhaanaa,1955,"Rafi, Geeta",Majrooh,O P Nayyar,
tho.Daa saa dil lagaa ke dekh ... tar ram pam pam,Musaafirkhaanaa,1955,"Rafi, Shamshad",Majrooh,O P Nayyar,
zaraa sii baat kaa huzuur ne fasaanaa kar diyaa,Musafir Khana,1955,Asha,Majrooh,O P Nayyar,tt0267769
"kitanaa hasii.n hai mausam, kitanaa hasii.n safar hai",Azad,1955,"Lata, Chitalkar",Rajinder Krishan,C Ramchandra,tt0131852
merii nigaah ne kyaa kaam ... jhuuThe zamaane bhar ke,Musaafirkhaanaa,1955,"Rafi, Nirmala",Majrooh,O P Nayyar,
aadhe idhar hai.n aadhe udhar,Ghar Ghar Mein Diwaali,1955,Mukesh,Prem Dhawan,Roshan,
kis ko khabar thii kis ko yaqii.n thaa,Devdas,1955,Talat,Sahir,S D Burman,tt0047990
ye naa thii hamaarii qismat ke visaal\-e\-yaar hotaa,Mirza Ghalib,1955,Suraiyya,Mirza Ghalib,Ghulam Mohammad,tt0137958
bachanaa zaraa ye zamaanaa hai buraa,Milaap,1955,"Geeta, Rafi",Sahir,N Dutta,
kho diyaa mai.n ne paa kar kisii ko,Baaraadari,1955,Lata,Khumar Barabankvi,Nashad,
ai pardaanashii.n ye ishq kahii.n,Teerandaaz,1955,"Lata, chorus",Rajinder Krishan,C Ramchandra,
ai jazba-e-ishq teraa kab aitabaar aaye,Haseena,1955,Talat Mahmood,Jaan Nisar Akhtar,Bulo C Rani,
"pyaar huaa iqaraar huaa hai, pyaar se phir kyo.n Darataa hai dil",Shree 420,1955,"Manna De, Lata",Shailendra,Shankar-Jaikishan,tt0048613
dekho jaataa hai ko_ii ... apanaa hii ghar luTaane,Adal-E-Jahaangir,1955,Rafi,Qamar Jalalabadi,Husnlal Bhagatram,
ye bahaaro.n ke din ye suhaanaa samaa.N,Kundan,1955,"Lata, Rafi",Shakeel,Ghulam Mohammad,tt0048271
kahaa.N kho gayii hai bahaar aate aate,Ghar Ghar mein Diwaali,1955,Lata,Prem Dhawan,Roshan,
##All Line Clear##,Chori Chori,1956,Rafi,Hasrat,Shankar-Jaikishan,tt0049072
hamane jab dil thaa diyaa ko_ii vaadaa thaa kiyaa,Chhoo Mantar,1956,"Shamshad, Rafi",Jaan Nisar Akhtar,O P Nayyar,tt0049071
yaad karuu.N torii batiyaa.N,Mr. Lambu,1956,Suraiya,Jaan Nisar Akhtar,O P Nayyar,tt0154904
mere zi.ndagii ke hamasafar,Shrimati 420,1956,Geeta,Jaan Nisar Akhtar,O P Nayyar,
lagii hai aag sii har mauj ... ye tuune kyaa kahaa,Insaaf,1956,"Mukesh, Asha",Akhtar Romani,Usha Khanna,
mai.n piyaa terii tuu maane yaa na maane,Basant Bahaar,1956,Lata,Hasrat,Shankar-Jaikishan,
ye mahafil sitaaro.n kii,Arab Ka Saudagar,1956,"Hemant, Asha",Ravi,Hemant,
ba.Dii der bha_ii kab loge Kabar more raam,Basant Bahaar,1956,Rafi,Shailendra,Shankar Jaikishan,
kar gayaa re kar gayaa mujhape jaaduu sa.Nwariyaa,Basant Bahaar,1956,"Lata, Asha",Shailendra,Shankar Jaikishan,
ye raat bhiigii\-bhiigii ye mast fizaa_e.N,Chori Chori,1956,"Lata, Manna Day",Hasrat,Shankar Jaikishan,tt0049072
ye vaadaa karo chaa.Nd ke saamane,Raaj Hath,1956,"Lata, Mukesh",Shailendra,Shankar-Jaikishan,
ye chaa.Nd ye sitaare ye saath teraa\-meraa,Halaaku,1956,Lata,Shailendra,Shankar Jaikishan,
ye Kushii kaa samaa.N zindagii hai jawaa.N,Diwaali Ki Raat,1956,Talat,Naqsh Lyallpuri,Snehal Bhatkar,
leke pahalaa pahalaa pyaar,CID,1956,"Shamshad, Asha, Rafi",Majrooh,O P Nayyar,
"merii nii.ndo.n me.n tum, mere Khvaabo.n me.n tum",Naya Andaz,1956,"Kishore, Shamshad",Jan Nisar Akhtar,O P Nayyar,tt0049545
apanaa to zamaane me.n itanaa hii fasaanaa hai,Nayaa Andaaz,1956,Kishor,Jaan Nisar Akhtar,O P Nayyar,
raat ra.ngiilii gaa_e re mose rahaa na jaa_e re,Nayaa Andaaz,1956,Shamshad,Jaan Nisar Akhtar,O P Nayyar,
aaj suhaanii raat hai,Naya Andaaz,1956,"Rafi, Shamshad, Kishore, chorus",Jaan Nisar Akhtar,O P Nayyar,
bach ke balam kahaa.N jaa_oge,Nayaa Andaaz,1956,Shamshad,Jaan Nisar Akhtar,O P Nayyar,
aa.Nkho.n hii aa.Nkho.n me.n ishaaraa ho gayaa,CID,1956,"Rafi, Geeta",Jaan Nisar Akhtar,O P Nayyar,
kisii ke Thukaraa kar aramaan ... yah mausam roj nahii.n aataa,Pocketmaar,1956,Lata,Rajinder Krishan,Madan Mohan,tt12293692
kuve.n me.n kuud ke mar jaanaa,Parivaar,1956,Kishor,Shailendra,Salil Chaudhary,
tum jo mile o sanam,Hamara Watan,1956,"Asha, Hemant Kumar",S H Bihari,Hemant Kumar,tt0213700
chale ho kahaa.N karake jii bekaraar,Bhaagam Bhaag,1956,"Asha, Rafi",Majrooh,O P Nayyar,
duniyaa naa bhaaye mohe ab to bulaa le,Basant Bahaar,1956,Rafi,Shailendra,Shankar-Jaikishan,
ketakii gulaab juuhii champakaban phuule,Basant Bahaar,1956,"Manna Dey, Bhimsen Joshi",Shailendra,Shankar-Jaikishan,
"jaa jaa re jaa, baalamavaa",Basant Bahaar,1956,Lata,Shailendra,Shankar-Jaikishan,
nain mile chain kahaa.N dil hai vahii.n tuu hai jahaa.N,Basant Bahaar,1956,"Lata, Manna De",Shailendra,Shankar-Jaikishan,
sur naa saje kyaa gaauu.N mai.n,Basant Bahaar,1956,Manna De,Shailendra,Shankar-Jaikishan,
bhay\-bha.njanaa vandanaa sun hamaarii,Basant Bahaar,1956,Manna Dey,Shailendra,Shankar Jaikishan,
pal bhar hii kii pahachaan me.n paradesii sanam se,Anuraag,1956,Mukesh,Indeevar,Mukesh,
tum zaraa sii baat par khafaa na ho,Mr. Lambu,1956,"Rafi, Suraiya",Harsh,O P Nayyar,tt0154904
kahaa.N merii ma.nzil kahaa.N merii raahe.n,Diwaali Ki Raat,1956,Talat Mahmood,Madhukar Rajasthani,Snehal Bhatkar,
kahane ko bahut kuchh kahanaa thaa,Diwaali Ki Raat,1956,"Talat, Madhubala Zaveri",Madhukar Rajasthani,Snehal Bhatkar,
anTam fanTam chho.D de baabuu ho ga_ii terii haar,Hum Sab Chor Hain,1956,Asha,Majrooh,O P Nayyar,tt0231763
so_ii hai kahaa.N jaa kar taqadiir mohabbat kii,Mr. Lambu,1956,Suraiya,Harsh,O P Nayyar,tt0154904
jaataa kahaa.N hai diiwaane sab kuchh yahaa.N hai sanam,C.I.D.,1956,Geeta,Majrooh,O P Nayyar,tt0049041
saawan kii ghanaghor ghaTaao,Intezar (Pakistan),1956,Noorjehan,Qateel Shifai,Khurshid Anwar,
tere tiir\-e\-nazar kaa balam dil nishaanaa hu_aa,Bhaagam Bhaag,1956,"Asha, Rafi",Majrooh,O P Nayyar,
dil kaa naa karanaa aitabaar ko_ii,Halaaku,1956,"Rafi, Lata",Shailendra,Shankar Jaikishan,
man bhaavan ke ghar jaae gorii,Chori Chori,1956,"Lata, Asha",Shailendra,Shankar-Jaikishan,tt0049072
terii adaa par nisaar karane mai.n dil ko laayaa,Darbaar,1956,Talat,Asad Bhopali,Hansraj Behl,tt1330988
are bha_ii nikal ke aa ghar se,New Delhi,1956,Kishore,Shailendra,Shankar-Jaikishan,tt0049549
aa_e bahaar ban ke lubhaa kar chale ga_e,Raajhath,1956,Rafi,Hasrat,Shankar Jaikishan,
jis din se piyaa dil le gaye dukh de gaye,Pakistani-Film(Intezar),1956,Noorjehan,Qateel Shifai,Kurshid Anwar,
a.ntar ma.ntar ja.ntar se maidaan liyaa hai maar,Raajhath,1956,"Lata, Usha",Hasrat,Shankar Jaikishan,
zindagii bahaar hai muhabbat kii bahaar se,Nai Dilli/ New Delhi,1956,"Lata, Chorus",Shailendra,Shankar-Jaikishan,
o Tim kaa Timaa ... us paar saajan is paar dhaare,Chori Chori,1956,Lata,Hasrat,Shankar Jaikishan,tt0049072
o jaanevaale re Thahro zaraa ruk jaa_o lauT aa_o,Intezar (Pakistani-Film),1956,Noorjehan,Qateel Shifai,Khurshid Anwar,
milate hii nazar aap mere dil me.n aa ga_e,Nai Dilli/ New Delhi,1956,Kishor,Shailendra,Shankar Jaikishan,
yuu.N muskaraa ke saamane aayaa na kiiji_e,Qaidi,1957,"Rafi, Asha",Jaan Nisar Akhtar,O P Nayyar,
jaan sake to jaan tere man me.n chhupakar baiThe,Ustaad,1957,Rafi,Jaan Nisar Akhtar,O P Nayyar,
naa jaane ye chandaa naa jaane.n ye sitaare,Champaakali,1957,Lata,Rajinder Krishan,Hemant Kumar,
haay haay haay ye nigaahe.n,Paying Guest,1957,Kishore,Majrooh,S D Burman,tt0050829
ye desh hai viir javaano.n kaa alabelo.n kaa mastaano.n kaa,Naya Daur,1957,Rafi,Sahir,O P Nayyar,tt0050758
terii chamakatii aa.Nkho.n ke aage ye sitaare kuchh bhii nahii.n,Chhote Baabu,1957,"Talat, Lata",Indeevar,Madan Mohan,
tuu dil meraa lauTaa de,Mai Baap,1957,"Geeta, Rafi",Qamar Jalalabadi,O P Nayyar,tt0267701
dekho jii dekho miThii adaa se,Mai Baap,1957,"Geeta, Rafi",Jan Nisar Akhtar,O P Nayyar,tt0267701
mai.n huu.N ##Mister Johny## maine sab mulqo.n,Maai Baap,1957,Rafi,Qamar Jalalabadi,O P Nayyar,
vo jo chaahane vaale hai.n tere sanam tujhe Dhuu.NDh hii,Duniyaa Rang Rangeeli,1957,"Rafi, Asha/ Asha",Jaan Nisar Akhtar,O P Nayyar,
ye mast nazar shoK adaa kis ke liye hai,Bandi,1957,"Hemant, Geeta",Prem Dhawan,Hemant,tt0156335
reshamii salawaar ku.Dataa jaalii kaa,Nayaa Daur,1957,"Asha, Shamshad",Sahir,O P Nayyar,
ye chaman hamaaraa apanaa hai,Ab Dilli Door Nahin,1957,"Geeta, Asha, chorus",Shailendra,Dattaram,
ma.nzil vahii hai pyaar kii,Kathputali,1957,Subir Sen,Hasrat,Shankar-Jaikishan,
sar pe Topii laal haath me.n resham kaa ruumaal,Tumsa Nahin Dekha,1957,"Rafi, Asha",Majrooh,O P Nayyar,tt0051117
##verse## ye ha.Nsate huye phuul,Pyaasa,1957,Rafi,Sahir,S D Burman,tt0050870
ye mu.Nh aur daal masuur kii,Baarish,1957,Lata,Rajinder Krishan,C Ramchandra,tt0274353
matalab kii ye duniyaa hai,Nausherwan-e-Adil,1957,Lata,Parvez Shamsi,C Ramchandra,tt0243447
baadalo.n kii paalakii me.n ... dil hai beqaraar kyo.n,Jalti Nishaani/ Birbal Pakistan,1957,"Lata, Mukesh",Qamar Jalalabadi,Anil Biswas,
kahate hai.n pyaar kisako pa.nchhii zaraa bataa de,Baarish,1957,"Lata, Chitalkar/ Lata",Rajinder Krishan,C Ramchandra,tt0274353
aajaa raat biitii jaa_e shamaa ta.Dap kar bujh na jaa_e,Begunaah,1957,"Kishor, Usha",Shailendra,Shankar Jaikishan,
jo siine me.n na dil hotaa ... ham to jaanii pyaar karegaa,Baarish,1957,"Asha, Chitalkar",Rajinder Krishan,C Ramchandra,tt0274353
ye hasarat thii ke is duniyaa me.n bas do kaam kar jaate,Nausherwan-e-Adil,1957,Rafi,Parvez Shamsi,C Ramchandra,tt0243447
duniyaa yah kahatii hai merii qismat me.n likhii vah,Miss Bombay,1957,"Rafi, Suman",Qamar Jalalabadi,Hansraj Behl,
zi.ndagii dii thii jo ... ye aarazuu thii kabhii ham bahaar dekhe.nge,Baarish,1957,Lata,Rajinder Krishan,C Ramchandra,tt0274353
mubaaraq ho duulhaa\-dulhan ko ye shaadii,Paak Daaman,1957,Rafi,Shakeel,Gulam Mohammad,
le chalaa jidhar yah dil nikal pa.De,Miss Bombay,1957,Rafi,Prem Dhawan,Hansraj Behl,
aaj nahii.n to kal bikhare.nge ye baadal,Nagmani,1957,Geeta,Pradeep,Avinash Vyas,
jaauu.N mai.n kahaa.N ye zamiin ye jahaa.N chho.D ke,Miss India,1957,"Lata, Manna Dey",Rajinder Krishan,S D Burman,tt0232107
daane daane pe likhaa hai khaane waale kaa naam,Baarish,1957,Chitalkar,Rajinder Krishan,C Ramchandra,tt0274353
maa.Ng ke saath tumhaaraa,Naya Daur,1957,"Rafi, Asha",Sahir,O P Nayyar,tt0050758
"aanaa hai to aa, raah me.n kuchh pher nahii.n hai",Naya Daur,1957,Rafi,Sahir,O P Nayyar,tt0050758
ik diiwaanaa aate\-jaate ... sakhii rii wo kyaa maa.Nge,Nayaa Daur,1957,Asha,Sahir,O P Nayyar,
ThaNDii ThaNDii havaa puuchhe unakaa pataa,Johnny Walker,1957,"Geeta, Asha",Hasrat,O P Nayyar,tt0415082
mai.n bamba_ii kaa baabuu naam meraa a.njaanaa,Naya Daur,1957,Rafi,Sahir,O P Nayyar,tt0050758
